,Airline,Source,Destination,Total_Stops,Day,Month,Year,Dept_Hour,Dept_Minute,Arr_Hour,Arr_Minute,hoursMinutes,Price
1260,Vistara,Banglore,Delhi,non-stop,1,6,2019,0,0,9,40,160,4878
1274,Vistara,Chennai,Kolkata,non-stop,27,3,2019,5,5,9,20,135,3739
1275,Vistara,Kolkata,Banglore,1 stop,6,5,2019,10,10,23,25,975,8085
1278,Vistara,Kolkata,Banglore,1 stop,15,5,2019,20,20,10,45,865,8452
1280,Vistara,Delhi,Cochin,non-stop,27,3,2019,0,0,9,10,190,4851
1286,Vistara,Kolkata,Banglore,1 stop,1,4,2019,0,0,22,55,355,8977
1314,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,30,30,19,55,745,12395
1425,Vistara,Kolkata,Banglore,1 stop,24,5,2019,10,10,9,5,1555,9502
1485,Vistara,Delhi,Cochin,non-stop,15,3,2019,0,0,9,10,190,6111
1545,Vistara,Kolkata,Banglore,1 stop,6,5,2019,10,10,18,50,700,8610
1560,Vistara,Delhi,Cochin,non-stop,21,3,2019,0,0,9,10,190,6688
1579,Vistara,Kolkata,Banglore,1 stop,18,5,2019,20,20,23,25,1625,9345
1609,Vistara,Delhi,Cochin,non-stop,1,6,2019,0,0,9,10,190,6741
1713,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,55,55,16,45,1130,12395
1730,Vistara,Banglore,Delhi,1 stop,21,3,2019,40,40,21,55,915,6065
1733,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,40,40,9,25,1065,12395
1772,Vistara,Banglore,Delhi,non-stop,21,4,2019,0,0,19,35,155,5613
1820,Vistara,Banglore,Delhi,non-stop,9,4,2019,45,45,12,35,170,5403
1856,Vistara,Banglore,Delhi,non-stop,1,5,2019,45,45,12,35,170,4668
1884,Vistara,Banglore,Delhi,non-stop,24,4,2019,30,30,22,15,165,5613
1980,Vistara,Kolkata,Banglore,1 stop,9,6,2019,10,10,9,5,1555,9397
2002,Vistara,Banglore,Delhi,non-stop,24,3,2019,10,10,0,5,175,4353
2006,Vistara,Kolkata,Banglore,1 stop,9,5,2019,10,10,22,40,930,7927
2015,Vistara,Delhi,Cochin,non-stop,12,5,2019,0,0,9,10,190,6216
2037,Vistara,Kolkata,Banglore,1 stop,6,6,2019,10,10,9,5,1555,8452
2115,Vistara,Banglore,Delhi,non-stop,3,3,2019,40,40,22,20,160,11913
2128,Vistara,Banglore,Delhi,non-stop,27,4,2019,0,0,9,40,160,5613
2148,Vistara,Delhi,Cochin,non-stop,15,5,2019,0,0,9,10,190,6216
2182,Vistara,Chennai,Kolkata,non-stop,3,6,2019,45,45,20,5,140,11982
2244,Vistara,Delhi,Cochin,non-stop,9,4,2019,0,0,9,10,190,5586
2314,Vistara,Kolkata,Banglore,1 stop,18,5,2019,10,10,22,40,930,9187
2365,Vistara,Banglore,Delhi,non-stop,12,4,2019,45,45,12,35,170,5403
2377,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,45,45,9,25,1480,12395
2382,Vistara,Kolkata,Banglore,1 stop,1,5,2019,10,10,10,45,1655,9187
2407,Vistara,Kolkata,Banglore,1 stop,12,6,2019,10,10,20,20,790,8610
2409,Vistara,Banglore,Delhi,non-stop,12,5,2019,0,0,19,35,155,4878
2425,Vistara,Banglore,Delhi,non-stop,27,5,2019,0,0,23,50,170,4668
2463,Vistara,Banglore,Delhi,non-stop,27,4,2019,0,0,19,35,155,5613
2466,Vistara,Chennai,Kolkata,non-stop,21,5,2019,5,5,9,20,135,3687
2479,Vistara,Kolkata,Banglore,1 stop,9,6,2019,0,0,20,20,1640,8610
2498,Vistara,Banglore,Delhi,non-stop,9,4,2019,30,30,14,20,170,5403
2511,Vistara,Kolkata,Banglore,1 stop,9,5,2019,0,0,20,20,1640,9555
2521,Vistara,Kolkata,Banglore,1 stop,12,6,2019,20,20,18,50,1350,8610
2531,Vistara,Kolkata,Banglore,1 stop,1,5,2019,20,20,23,25,1625,8085
2592,Vistara,Banglore,Delhi,non-stop,9,6,2019,0,0,19,35,155,4878
2600,Vistara,Delhi,Cochin,non-stop,1,4,2019,40,40,17,50,190,4851
2611,Vistara,Kolkata,Banglore,1 stop,12,6,2019,20,20,22,40,1580,7927
2624,Vistara,Banglore,Delhi,non-stop,1,4,2019,30,30,22,15,165,5613
2634,Vistara,Banglore,Delhi,non-stop,24,3,2019,30,30,14,10,160,5403
2650,Vistara,Chennai,Kolkata,non-stop,9,6,2019,45,45,20,5,140,11982
2653,Vistara,Kolkata,Banglore,1 stop,1,4,2019,10,10,22,55,945,8295
2678,Vistara,Kolkata,Banglore,1 stop,6,6,2019,0,0,20,20,1640,8820
2690,Vistara,Kolkata,Banglore,1 stop,6,5,2019,0,0,9,5,965,8137
2763,Vistara,Banglore,Delhi,non-stop,6,6,2019,45,45,12,35,170,4668
2801,Vistara,Banglore,Delhi,non-stop,27,5,2019,30,30,22,15,165,4878
2804,Vistara,Kolkata,Banglore,1 stop,9,5,2019,10,10,18,50,700,8610
2805,Vistara,Chennai,Kolkata,non-stop,27,6,2019,5,5,9,20,135,3687
2806,Vistara,Kolkata,Banglore,1 stop,15,5,2019,20,20,9,5,765,8452
2810,Vistara,Banglore,Delhi,non-stop,6,5,2019,30,30,22,15,165,4878
2826,Vistara,Banglore,Delhi,non-stop,9,3,2019,0,0,18,35,155,7923
2871,Vistara,Kolkata,Banglore,1 stop,9,5,2019,0,0,18,50,1550,8820
2873,Vistara,Kolkata,Banglore,1 stop,9,6,2019,20,20,23,25,1625,8085
2936,Vistara,Banglore,Delhi,non-stop,24,3,2019,10,10,0,5,175,6558
2956,Vistara,Kolkata,Banglore,1 stop,9,6,2019,0,0,10,45,1065,9922
2977,Vistara,Banglore,Delhi,non-stop,9,3,2019,40,40,22,20,160,7450
3026,Vistara,Kolkata,Banglore,1 stop,9,5,2019,20,20,10,45,865,8452
3087,Vistara,Kolkata,Banglore,1 stop,6,5,2019,20,20,10,45,865,8662
3106,Vistara,Kolkata,Banglore,1 stop,1,5,2019,20,20,9,5,765,8452
3127,Vistara,Kolkata,Banglore,1 stop,6,6,2019,10,10,20,20,790,8610
3133,Vistara,Kolkata,Banglore,1 stop,24,3,2019,0,0,22,10,1750,12102
3137,Vistara,Banglore,Delhi,non-stop,12,6,2019,30,30,14,20,170,4668
3165,Vistara,Kolkata,Banglore,1 stop,24,5,2019,20,20,18,50,1350,9345
3201,Vistara,Banglore,Delhi,1 stop,15,3,2019,40,40,10,25,1665,6590
3288,Vistara,Banglore,Delhi,non-stop,3,3,2019,40,40,22,20,160,8553
3295,Vistara,Kolkata,Banglore,1 stop,6,6,2019,10,10,23,25,975,8610
3324,Vistara,Kolkata,Banglore,1 stop,15,5,2019,0,0,20,20,1640,8610
3350,Vistara,Kolkata,Banglore,1 stop,18,5,2019,20,20,20,20,1440,9555
3376,Vistara,Banglore,Delhi,non-stop,12,4,2019,0,0,23,50,170,5613
3391,Vistara,Kolkata,Banglore,1 stop,21,5,2019,20,20,9,5,765,8452
3406,Vistara,Kolkata,Banglore,1 stop,24,5,2019,0,0,18,50,1550,9870
3422,Vistara,Banglore,Delhi,non-stop,24,3,2019,0,0,14,40,160,7608
3425,Vistara,Chennai,Kolkata,non-stop,18,5,2019,5,5,9,20,135,3687
3431,Vistara,Kolkata,Banglore,1 stop,9,5,2019,0,0,23,25,385,8085
3432,Vistara,Banglore,Delhi,non-stop,15,5,2019,30,30,22,15,165,4878
3456,Vistara,Kolkata,Banglore,1 stop,6,5,2019,20,20,20,20,1440,8610
3478,Vistara,Kolkata,Banglore,1 stop,6,6,2019,0,0,23,25,385,8610
3533,Vistara,Delhi,Cochin,non-stop,18,5,2019,40,40,17,50,190,6741
3538,Vistara,Kolkata,Banglore,1 stop,1,5,2019,10,10,20,20,790,8610
3551,Vistara,Kolkata,Banglore,1 stop,1,5,2019,0,0,10,45,1065,9187
3558,Vistara,Kolkata,Banglore,1 stop,9,6,2019,0,0,22,55,355,9187
3576,Vistara,Banglore,Delhi,non-stop,24,3,2019,40,40,22,20,160,4563
3583,Vistara,Delhi,Cochin,non-stop,27,4,2019,0,0,9,10,190,6216
3608,Vistara,Kolkata,Banglore,1 stop,21,5,2019,10,10,10,45,1655,9187
3609,Vistara,Kolkata,Banglore,1 stop,6,6,2019,20,20,9,5,765,8452
3617,Vistara,Kolkata,Banglore,1 stop,9,6,2019,10,10,20,20,790,9555
3640,Vistara,Banglore,Delhi,non-stop,18,3,2019,40,40,22,20,160,12123
3673,Vistara,Banglore,Delhi,non-stop,24,5,2019,30,30,14,20,170,4668
3691,Vistara,Kolkata,Banglore,1 stop,24,3,2019,10,10,22,10,900,12942
3692,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,55,55,9,25,1290,12395
3721,Vistara,Kolkata,Banglore,1 stop,24,3,2019,10,10,9,10,1560,11682
3726,Vistara,Kolkata,Banglore,1 stop,12,5,2019,10,10,23,25,975,9345
3739,Vistara,Banglore,Delhi,non-stop,27,5,2019,0,0,19,35,155,4878
3771,Vistara,Kolkata,Banglore,1 stop,1,4,2019,10,10,18,50,700,7927
3786,Vistara,Banglore,Delhi,non-stop,15,5,2019,30,30,14,20,170,4668
3789,Vistara,Banglore,Delhi,non-stop,21,4,2019,30,30,14,20,170,5403
3794,Vistara,Kolkata,Banglore,1 stop,9,6,2019,10,10,22,55,945,8662
3802,Vistara,Kolkata,Banglore,1 stop,1,4,2019,10,10,10,45,1655,8505
3810,Vistara,Banglore,Delhi,non-stop,21,5,2019,45,45,12,35,170,4668
3831,Vistara,Banglore,Delhi,non-stop,15,5,2019,0,0,9,40,160,4668
3846,Vistara,Delhi,Cochin,non-stop,9,3,2019,55,55,17,50,175,6741
3873,Vistara,Kolkata,Banglore,1 stop,21,5,2019,10,10,20,20,790,9345
3881,Vistara,Kolkata,Banglore,1 stop,1,4,2019,20,20,10,45,865,8505
3893,Vistara,Banglore,Delhi,non-stop,3,6,2019,30,30,14,20,170,4668
3920,Vistara,Kolkata,Banglore,1 stop,1,4,2019,20,20,9,5,765,7980
3928,Vistara,Banglore,Delhi,non-stop,1,6,2019,0,0,19,35,155,4878
3936,Vistara,Banglore,Delhi,non-stop,9,3,2019,10,10,0,5,175,7240
3938,Vistara,Banglore,Delhi,non-stop,6,5,2019,0,0,19,35,155,4878
3987,Vistara,Delhi,Cochin,non-stop,21,6,2019,40,40,17,50,190,6216
4037,Vistara,Banglore,Delhi,non-stop,24,3,2019,50,50,12,35,165,6138
4055,Vistara,Kolkata,Banglore,1 stop,1,5,2019,0,0,18,50,1550,8610
4106,Vistara,Kolkata,Banglore,1 stop,9,6,2019,20,20,18,50,1350,8610
4174,Vistara,Banglore,Delhi,non-stop,9,3,2019,30,30,14,10,160,7240
4194,Vistara,Banglore,Delhi,non-stop,15,4,2019,45,45,12,35,170,5403
4199,Vistara,Kolkata,Banglore,1 stop,1,5,2019,0,0,9,5,965,8452
4233,Vistara,Kolkata,Banglore,1 stop,24,5,2019,0,0,20,20,1640,9870
4238,Vistara,Kolkata,Banglore,1 stop,18,5,2019,20,20,10,45,865,9187
4299,Vistara,Banglore,Delhi,non-stop,18,6,2019,0,0,19,35,155,4878
4305,Vistara,Kolkata,Banglore,1 stop,6,6,2019,20,20,18,50,1350,8820
4358,Vistara,Kolkata,Banglore,1 stop,24,5,2019,10,10,22,40,930,9397
4359,Vistara,Kolkata,Banglore,1 stop,12,6,2019,10,10,10,45,1655,8452
4368,Vistara,Banglore,Delhi,non-stop,3,5,2019,0,0,19,35,155,5613
4378,Vistara,Delhi,Cochin,non-stop,9,3,2019,0,0,9,10,190,7266
4383,Vistara,Banglore,Delhi,non-stop,21,3,2019,50,50,12,35,165,4878
4393,Vistara,Banglore,Delhi,non-stop,24,3,2019,0,0,9,40,160,5403
4448,Vistara,Banglore,Delhi,non-stop,24,3,2019,0,0,18,35,155,5088
4453,Vistara,Chennai,Kolkata,non-stop,6,5,2019,45,45,20,5,140,11982
4467,Vistara,Delhi,Cochin,non-stop,18,4,2019,0,0,9,10,190,6741
4472,Vistara,Chennai,Kolkata,non-stop,24,3,2019,5,5,9,20,135,4842
4567,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,55,55,16,45,1190,12395
4573,Vistara,Banglore,Delhi,non-stop,6,6,2019,0,0,19,35,155,4878
4576,Vistara,Chennai,Kolkata,non-stop,1,5,2019,5,5,9,20,135,3687
4619,Vistara,Kolkata,Banglore,1 stop,12,6,2019,20,20,23,25,1625,8610
4639,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,45,45,22,55,850,12395
4657,Vistara,Banglore,Delhi,non-stop,24,6,2019,0,0,9,40,160,4668
4702,Vistara,Mumbai,Hyderabad,1 stop,12,3,2019,30,30,9,25,1555,12080
4709,Vistara,Banglore,Delhi,non-stop,1,4,2019,30,30,14,20,170,5403
4732,Vistara,Kolkata,Banglore,1 stop,18,5,2019,10,10,20,20,790,9345
4740,Vistara,Kolkata,Banglore,1 stop,1,5,2019,20,20,10,45,865,9187
4746,Vistara,Delhi,Cochin,non-stop,15,4,2019,40,40,17,50,190,6216
4758,Vistara,Kolkata,Banglore,1 stop,6,5,2019,10,10,20,20,790,8610
4782,Vistara,Kolkata,Banglore,1 stop,24,5,2019,10,10,23,25,975,9345
4800,Vistara,Delhi,Cochin,non-stop,18,3,2019,55,55,17,50,175,5586
4823,Vistara,Kolkata,Banglore,1 stop,9,6,2019,10,10,23,25,975,9345
4848,Vistara,Banglore,Delhi,non-stop,9,3,2019,40,40,22,20,160,8290
4889,Vistara,Kolkata,Banglore,1 stop,12,5,2019,20,20,20,20,1440,8610
4921,Vistara,Banglore,Delhi,non-stop,9,6,2019,0,0,23,50,170,4668
4925,Vistara,Kolkata,Banglore,1 stop,18,5,2019,10,10,18,50,700,9345
4986,Vistara,Kolkata,Banglore,1 stop,12,6,2019,0,0,23,25,385,8610
5026,Vistara,Banglore,Delhi,non-stop,24,4,2019,30,30,14,20,170,5403
5038,Vistara,Delhi,Cochin,non-stop,6,3,2019,55,55,17,50,175,8001
5040,Vistara,Kolkata,Banglore,1 stop,6,5,2019,0,0,23,25,385,8085
5074,Vistara,Banglore,Delhi,non-stop,3,4,2019,0,0,9,40,160,5403
5100,Vistara,Kolkata,Banglore,1 stop,12,5,2019,10,10,22,40,930,8662
5115,Vistara,Kolkata,Banglore,1 stop,1,4,2019,10,10,9,5,1555,7980
5117,Vistara,Chennai,Kolkata,non-stop,6,5,2019,5,5,9,20,135,3687
5121,Vistara,Banglore,Delhi,non-stop,24,6,2019,0,0,23,50,170,4668
5143,Vistara,Banglore,Delhi,non-stop,21,5,2019,30,30,22,15,165,4878
5144,Vistara,Banglore,Delhi,non-stop,27,6,2019,45,45,12,35,170,4668
5157,Vistara,Delhi,Cochin,non-stop,27,5,2019,40,40,17,50,190,6216
5256,Vistara,Chennai,Kolkata,non-stop,27,5,2019,45,45,20,5,140,11982
5265,Vistara,Banglore,Delhi,non-stop,21,5,2019,0,0,19,35,155,4878
5276,Vistara,Banglore,Delhi,non-stop,15,6,2019,0,0,9,40,160,4878
5280,Vistara,Kolkata,Banglore,1 stop,15,5,2019,20,20,18,50,1350,9345
5315,Vistara,Chennai,Kolkata,non-stop,1,5,2019,45,45,20,5,140,11982
5322,Vistara,Banglore,Delhi,non-stop,18,6,2019,30,30,14,20,170,4668
5331,Vistara,Kolkata,Banglore,1 stop,21,5,2019,0,0,23,25,385,9345
5333,Vistara,Kolkata,Banglore,1 stop,15,5,2019,10,10,23,25,975,9345
5360,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,55,55,22,55,1500,12395
5369,Vistara,Banglore,Delhi,non-stop,3,3,2019,10,10,0,5,175,7608
5392,Vistara,Banglore,Delhi,non-stop,15,5,2019,0,0,19,35,155,4878
5433,Vistara,Banglore,Delhi,non-stop,15,4,2019,0,0,19,35,155,5613
5469,Vistara,Banglore,Delhi,non-stop,24,5,2019,30,30,22,15,165,5823
5498,Vistara,Banglore,Delhi,non-stop,9,4,2019,0,0,23,50,170,5403
5508,Vistara,Chennai,Kolkata,non-stop,15,6,2019,45,45,20,5,140,11982
5546,Vistara,Kolkata,Banglore,1 stop,24,3,2019,0,0,22,55,355,14360
5598,Vistara,Mumbai,Hyderabad,1 stop,12,3,2019,45,45,22,55,850,12080
5621,Vistara,Kolkata,Banglore,1 stop,15,5,2019,10,10,22,40,930,8452
5647,Vistara,Banglore,Delhi,non-stop,21,3,2019,0,0,18,35,155,5613
5655,Vistara,Delhi,Cochin,non-stop,18,4,2019,40,40,17,50,190,6216
5664,Vistara,Kolkata,Banglore,1 stop,12,5,2019,10,10,9,5,1555,9397
5687,Vistara,Chennai,Kolkata,non-stop,3,5,2019,5,5,9,20,135,3687
5713,Vistara,Kolkata,Banglore,1 stop,15,5,2019,20,20,22,40,1580,8452
5762,Vistara,Mumbai,Hyderabad,1 stop,12,3,2019,45,45,16,45,480,12080
5793,Vistara,Kolkata,Banglore,1 stop,24,3,2019,55,55,20,25,630,12312
5797,Vistara,Kolkata,Banglore,1 stop,6,5,2019,0,0,20,20,1640,8610
5818,Vistara,Banglore,Delhi,non-stop,3,3,2019,50,50,12,35,165,8028
5849,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,30,30,9,25,1555,12395
5864,Vistara,Banglore,Delhi,non-stop,3,3,2019,0,0,9,40,160,8028
5870,Vistara,Banglore,Delhi,non-stop,24,3,2019,0,0,9,40,160,4878
5983,Vistara,Kolkata,Banglore,1 stop,1,4,2019,20,20,23,25,1625,7927
5994,Vistara,Kolkata,Banglore,1 stop,9,6,2019,10,10,10,45,1655,9397
6008,Vistara,Kolkata,Banglore,1 stop,6,6,2019,0,0,9,5,965,8452
6109,Vistara,Banglore,Delhi,non-stop,12,6,2019,0,0,23,50,170,4668
6111,Vistara,Kolkata,Banglore,1 stop,12,5,2019,10,10,18,50,700,8820
6128,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,45,45,16,45,480,12395
6149,Vistara,Kolkata,Banglore,1 stop,9,6,2019,0,0,18,50,1550,9135
6155,Vistara,Banglore,Delhi,non-stop,3,4,2019,30,30,14,20,170,5403
6198,Vistara,Banglore,Delhi,non-stop,27,4,2019,30,30,22,15,165,5613
6204,Vistara,Chennai,Kolkata,non-stop,9,5,2019,5,5,9,20,135,3687
6225,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,45,45,19,55,670,12395
6230,Vistara,Banglore,Delhi,non-stop,18,6,2019,0,0,9,40,160,4668
6287,Vistara,Banglore,Delhi,non-stop,15,4,2019,0,0,23,50,170,5403
6316,Vistara,Kolkata,Banglore,1 stop,18,5,2019,20,20,18,50,1350,9555
6318,Vistara,Chennai,Kolkata,non-stop,15,3,2019,5,5,9,20,135,6627
6362,Vistara,Kolkata,Banglore,1 stop,15,5,2019,10,10,10,45,1655,8452
6375,Vistara,Kolkata,Banglore,1 stop,6,6,2019,10,10,10,45,1655,9187
6376,Vistara,Kolkata,Banglore,1 stop,21,5,2019,20,20,10,45,865,9187
6413,Vistara,Delhi,Cochin,non-stop,24,4,2019,0,0,9,10,190,6216
6428,Vistara,Chennai,Kolkata,non-stop,12,6,2019,45,45,20,5,140,11982
6450,Vistara,Delhi,Cochin,non-stop,18,5,2019,0,0,9,10,190,6741
6468,Vistara,Banglore,Delhi,non-stop,18,5,2019,30,30,22,15,165,4878
6497,Vistara,Banglore,Delhi,non-stop,24,4,2019,0,0,19,35,155,5613
6585,Vistara,Kolkata,Banglore,1 stop,9,6,2019,0,0,23,25,385,9870
6591,Vistara,Banglore,Delhi,non-stop,24,3,2019,0,0,18,35,155,5613
6593,Vistara,Banglore,Delhi,non-stop,6,5,2019,0,0,23,50,170,4668
6613,Vistara,Banglore,Delhi,non-stop,1,6,2019,0,0,23,50,170,4668
6674,Vistara,Kolkata,Banglore,1 stop,15,5,2019,10,10,20,20,790,8610
6684,Vistara,Kolkata,Banglore,1 stop,12,6,2019,0,0,10,45,1065,8452
6698,Vistara,Kolkata,Banglore,1 stop,12,6,2019,0,0,9,5,965,7927
6701,Vistara,Kolkata,Banglore,1 stop,9,5,2019,10,10,20,20,790,8610
6730,Vistara,Banglore,Delhi,non-stop,18,4,2019,45,45,12,35,170,5403
6753,Vistara,Kolkata,Banglore,1 stop,12,6,2019,10,10,22,40,930,8452
6755,Vistara,Chennai,Kolkata,non-stop,18,5,2019,45,45,20,5,140,11982
6768,Vistara,Kolkata,Banglore,1 stop,6,5,2019,0,0,10,45,1065,8662
6801,Vistara,Banglore,Delhi,non-stop,6,4,2019,30,30,22,15,165,5613
6804,Vistara,Banglore,Delhi,non-stop,3,3,2019,10,10,0,5,175,7608
6835,Vistara,Banglore,Delhi,non-stop,24,6,2019,0,0,19,35,155,4878
6869,Vistara,Kolkata,Banglore,1 stop,24,3,2019,20,20,20,25,1445,11105
6901,Vistara,Chennai,Kolkata,non-stop,3,3,2019,5,5,9,20,135,5944
6910,Vistara,Banglore,Delhi,non-stop,1,5,2019,0,0,9,40,160,4668
6922,Vistara,Banglore,Delhi,non-stop,6,5,2019,45,45,12,35,170,4668
6933,Vistara,Banglore,Delhi,non-stop,9,4,2019,30,30,22,15,165,5613
7012,Vistara,Kolkata,Banglore,1 stop,15,5,2019,0,0,23,25,385,9345
7053,Vistara,Banglore,Delhi,non-stop,9,6,2019,45,45,12,35,170,4668
7070,Vistara,Banglore,Delhi,1 stop,9,3,2019,40,40,21,55,915,10008
7079,Vistara,Banglore,Delhi,non-stop,18,4,2019,0,0,23,50,170,5613
7127,Vistara,Delhi,Cochin,non-stop,21,5,2019,0,0,9,10,190,6741
7147,Vistara,Banglore,Delhi,non-stop,15,3,2019,0,0,9,40,160,6138
7215,Vistara,Kolkata,Banglore,1 stop,9,5,2019,0,0,9,5,965,9187
7223,Vistara,Banglore,Delhi,non-stop,18,4,2019,0,0,19,35,155,5613
7234,Vistara,Delhi,Cochin,non-stop,15,3,2019,55,55,17,50,175,6688
7268,Vistara,Banglore,Delhi,1 stop,3,3,2019,40,40,10,25,1665,12476
7277,Vistara,Banglore,Delhi,non-stop,1,6,2019,30,30,14,20,170,4668
7298,Vistara,Kolkata,Banglore,1 stop,21,5,2019,10,10,22,40,930,8452
7310,Vistara,Banglore,Delhi,1 stop,9,3,2019,40,40,10,25,1665,10008
7321,Vistara,Kolkata,Banglore,1 stop,9,6,2019,20,20,10,45,865,9397
7354,Vistara,Banglore,Delhi,non-stop,9,6,2019,30,30,14,20,170,4668
7358,Vistara,Banglore,Delhi,non-stop,24,5,2019,0,0,9,40,160,4668
7362,Vistara,Banglore,Delhi,non-stop,12,5,2019,45,45,12,35,170,4668
7388,Vistara,Banglore,Delhi,non-stop,21,6,2019,0,0,23,50,170,5613
7400,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,40,40,9,25,1125,12395
7406,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,55,55,22,55,660,12395
7410,Vistara,Banglore,Delhi,non-stop,1,5,2019,30,30,14,20,170,4668
7451,Vistara,Kolkata,Banglore,1 stop,24,5,2019,0,0,23,25,385,9870
7460,Vistara,Banglore,Delhi,1 stop,1,3,2019,40,40,10,25,1665,12371
7504,Vistara,Delhi,Cochin,non-stop,21,6,2019,0,0,9,10,190,6216
7569,Vistara,Chennai,Kolkata,non-stop,3,5,2019,45,45,20,5,140,11982
7593,Vistara,Delhi,Cochin,non-stop,3,6,2019,40,40,17,50,190,6216
7601,Vistara,Kolkata,Banglore,1 stop,24,5,2019,0,0,9,5,965,10027
7624,Vistara,Kolkata,Banglore,1 stop,9,6,2019,20,20,20,20,1440,8085
7648,Vistara,Kolkata,Banglore,1 stop,6,5,2019,10,10,9,5,1555,8137
7656,Vistara,Chennai,Kolkata,non-stop,1,3,2019,5,5,9,20,135,9125
7667,Vistara,Banglore,Delhi,non-stop,27,4,2019,45,45,12,35,170,5613
7698,Vistara,Kolkata,Banglore,1 stop,24,3,2019,10,10,22,55,945,12732
7725,Vistara,Banglore,Delhi,non-stop,1,4,2019,0,0,9,40,160,5403
7769,Vistara,Banglore,Delhi,non-stop,27,5,2019,45,45,12,35,170,4668
7801,Vistara,Kolkata,Banglore,1 stop,1,4,2019,10,10,23,25,975,7927
7823,Vistara,Kolkata,Banglore,1 stop,21,5,2019,0,0,10,45,1065,9187
7836,Vistara,Delhi,Cochin,non-stop,18,6,2019,0,0,9,10,190,6216
7841,Vistara,Kolkata,Banglore,1 stop,9,5,2019,10,10,9,5,1555,9187
7842,Vistara,Banglore,Delhi,non-stop,9,3,2019,50,50,12,35,165,11598
7865,Vistara,Kolkata,Banglore,1 stop,18,5,2019,10,10,23,25,975,9345
7873,Vistara,Banglore,Delhi,1 stop,3,3,2019,40,40,12,35,355,12476
7892,Vistara,Kolkata,Banglore,1 stop,24,3,2019,0,0,20,25,1645,12102
7899,Vistara,Banglore,Delhi,non-stop,18,4,2019,30,30,22,15,165,5823
7936,Vistara,Banglore,Delhi,non-stop,27,6,2019,30,30,22,15,165,5088
7977,Vistara,Kolkata,Banglore,1 stop,21,5,2019,20,20,23,25,1625,9345
8002,Vistara,Kolkata,Banglore,1 stop,1,4,2019,0,0,9,5,965,8662
8006,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,40,40,22,55,435,12395
8014,Vistara,Banglore,Delhi,non-stop,21,5,2019,0,0,9,40,160,4668
8025,Vistara,Banglore,Delhi,non-stop,9,3,2019,0,0,9,40,160,7975
8082,Vistara,Mumbai,Hyderabad,1 stop,6,3,2019,55,55,9,25,690,12395
8091,Vistara,Banglore,Delhi,non-stop,24,5,2019,0,0,23,50,170,5613
8093,Vistara,Chennai,Kolkata,non-stop,15,5,2019,45,45,20,5,140,11982
8105,Vistara,Banglore,Delhi,non-stop,12,5,2019,30,30,14,20,170,4668
8143,Vistara,Chennai,Kolkata,non-stop,24,6,2019,45,45,20,5,140,11982
8145,Vistara,Banglore,Delhi,non-stop,18,3,2019,0,0,18,35,155,11913
8150,Vistara,Kolkata,Banglore,1 stop,1,5,2019,0,0,20,20,1640,8610
8272,Vistara,Kolkata,Banglore,1 stop,12,6,2019,0,0,20,20,1640,8085
8296,Vistara,Banglore,Delhi,non-stop,12,6,2019,30,30,22,15,165,4878
8353,Vistara,Kolkata,Banglore,1 stop,12,6,2019,10,10,9,5,1555,7927
8360,Vistara,Delhi,Cochin,non-stop,24,6,2019,40,40,17,50,190,6216
8417,Vistara,Banglore,Delhi,non-stop,24,4,2019,0,0,9,40,160,5403
8440,Vistara,Chennai,Kolkata,non-stop,6,6,2019,45,45,20,5,140,11982
8474,Vistara,Kolkata,Banglore,1 stop,1,4,2019,10,10,20,20,790,8452
8609,Vistara,Banglore,Delhi,non-stop,3,5,2019,30,30,14,20,170,4668
8614,Vistara,Banglore,Delhi,non-stop,6,4,2019,30,30,14,20,170,5969
8653,Vistara,Banglore,Delhi,non-stop,6,6,2019,30,30,14,20,170,4668
8674,Vistara,Chennai,Kolkata,non-stop,6,6,2019,5,5,9,20,135,3687
8686,Vistara,Delhi,Cochin,non-stop,9,6,2019,40,40,17,50,190,6216
8687,Vistara,Kolkata,Banglore,1 stop,1,4,2019,0,0,23,25,385,8610
8692,Vistara,Banglore,Delhi,non-stop,24,3,2019,0,0,18,35,155,11913
8705,Vistara,Banglore,Delhi,non-stop,18,5,2019,0,0,19,35,155,4878
8755,Vistara,Kolkata,Banglore,1 stop,18,5,2019,0,0,18,50,1550,9555
8782,Vistara,Banglore,Delhi,non-stop,15,6,2019,45,45,12,35,170,4878
8786,Vistara,Kolkata,Banglore,1 stop,24,3,2019,10,10,10,50,1660,11262
8809,Vistara,Kolkata,Banglore,1 stop,12,5,2019,0,0,10,45,1065,9922
